underlying,option_style,contract_symbol,option_type,quote_date,underlying_price,strike,expiry_date,risk_free_rate,dividend_yield,vendor_implied_volatility,market_option_price,bid,ask,bid_ask_spread,volume,open_interest,data_source,implied_volatility,iv_solvable
AAPL,american,AAPL260814C00310000,call,2026-08-13,302.25,310.0,2026-08-14,0.03707000017166138,0.0034436388,0.062509375,0.33,0.0,0.0,0.0,20000.0,0.0,yahoo,0.3915242114009337,True
AAPL,american,AAPL260814C00312500,call,2026-08-13,302.25,312.5,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.18,0.0,0.0,0.0,14609.0,0.0,yahoo,0.41400262613147903,True
AAPL,american,AAPL260814C00315000,call,2026-08-13,302.25,315.0,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.11,0.0,0.0,0.0,8726.0,0.0,yahoo,0.44475809366160174,True
AAPL,american,AAPL260814C00317500,call,2026-08-13,302.25,317.5,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.06,0.0,0.0,0.0,3069.0,0.0,yahoo,0.46406432147434984,True
AAPL,american,AAPL260814C00320000,call,2026-08-13,302.25,320.0,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.04,0.0,0.0,0.0,10574.0,0.0,yahoo,0.4960398357470712,True
AAPL,american,AAPL260814C00322500,call,2026-08-13,302.25,322.5,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.03,0.0,0.0,0.0,1546.0,0.0,yahoo,0.5337204435033153,True
AAPL,american,AAPL260814C00325000,call,2026-08-13,302.25,325.0,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.02,0.0,0.0,0.0,2999.0,0.0,yahoo,0.560252156698534,True
AAPL,american,AAPL260814C00327500,call,2026-08-13,302.25,327.5,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.03,0.0,0.0,0.0,1712.0,0.0,yahoo,0.6421240134500495,True
AAPL,american,AAPL260814C00332500,call,2026-08-13,302.25,332.5,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.02,0.0,0.0,0.0,117.0,0.0,yahoo,0.7131670480037126,True
AAPL,american,AAPL260814C00335000,call,2026-08-13,302.25,335.0,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.02,0.0,0.0,0.0,97.0,0.0,yahoo,0.7628118699485549,True
AAPL,american,AAPL260814C00340000,call,2026-08-13,302.25,340.0,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.04,0.0,0.0,0.0,1633.0,0.0,yahoo,0.9300021201346319,True
AAPL,american,AAPL260814C00342500,call,2026-08-13,302.25,342.5,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.02,0.0,0.0,0.0,16.0,0.0,yahoo,0.9065763631136406,True
AAPL,american,AAPL260814C00347500,call,2026-08-13,302.25,347.5,2026-08-14,0.03707000017166138,0.0034436388,0.500005,0.02,0.0,0.0,0.0,5.0,0.0,yahoo,0.9997986839298404,True
AAPL,american,AAPL260814C00352500,call,2026-08-13,302.25,352.5,2026-08-14,0.03707000017166138,0.0034436388,0.500005,0.03,0.0,0.0,0.0,5.0,0.0,yahoo,1.1381400624219933,True
AAPL,american,AAPL260814C00357500,call,2026-08-13,302.25,357.5,2026-08-14,0.03707000017166138,0.0034436388,0.500005,0.02,0.0,0.0,0.0,33.0,0.0,yahoo,1.178720869386983,True
AAPL,american,AAPL260814C00362500,call,2026-08-13,302.25,362.5,2026-08-14,0.03707000017166138,0.0034436388,0.500005,0.05,0.0,0.0,0.0,11.0,0.0,yahoo,1.3955824775920551,True
AAPL,american,AAPL260814P00240000,put,2026-08-13,302.25,240.0,2026-08-14,0.03707000017166138,0.0034436388,0.500005,0.02,0.0,0.0,0.0,67.0,0.0,yahoo,1.601982127739747,True
AAPL,american,AAPL260814P00260000,put,2026-08-13,302.25,260.0,2026-08-14,0.03707000017166138,0.0034436388,0.500005,0.02,0.0,0.0,0.0,376.0,0.0,yahoo,1.0876872976003344,True
AAPL,american,AAPL260814P00265000,put,2026-08-13,302.25,265.0,2026-08-14,0.03707000017166138,0.0034436388,0.500005,0.06,0.0,0.0,0.0,49.0,0.0,yahoo,1.0954662441571148,True
AAPL,american,AAPL260814P00270000,put,2026-08-13,302.25,270.0,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.04,0.0,0.0,0.0,770.0,0.0,yahoo,0.9092793026180458,True
AAPL,american,AAPL260814P00275000,put,2026-08-13,302.25,275.0,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.03,0.0,0.0,0.0,1381.0,0.0,yahoo,0.7509111977537042,True
AAPL,american,AAPL260814P00277500,put,2026-08-13,302.25,277.5,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.05,0.0,0.0,0.0,26.0,0.0,yahoo,0.7337086046843886,True
AAPL,american,AAPL260814P00280000,put,2026-08-13,302.25,280.0,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.04,0.0,0.0,0.0,2255.0,0.0,yahoo,0.646412760202425,True
AAPL,american,AAPL260814P00282500,put,2026-08-13,302.25,282.5,2026-08-14,0.03707000017166138,0.0034436388,0.2500075,0.08,0.0,0.0,0.0,705.0,0.0,yahoo,0.6416632402866683,True
AAPL,american,AAPL260814P00285000,put,2026-08-13,302.25,285.0,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.07,0.0,0.0,0.0,1626.0,0.0,yahoo,0.5582480240592252,True
AAPL,american,AAPL260814P00287500,put,2026-08-13,302.25,287.5,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.1,0.0,0.0,0.0,841.0,0.0,yahoo,0.5173104856386107,True
AAPL,american,AAPL260814P00290000,put,2026-08-13,302.25,290.0,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.13,0.0,0.0,0.0,3941.0,0.0,yahoo,0.4650153804700725,True
AAPL,american,AAPL260814P00292500,put,2026-08-13,302.25,292.5,2026-08-14,0.03707000017166138,0.0034436388,0.12500875,0.22,0.0,0.0,0.0,2726.0,0.0,yahoo,0.4327681138864505,True
AAPL,american,AAPL260814P00295000,put,2026-08-13,302.25,295.0,2026-08-14,0.03707000017166138,0.0034436388,0.062509375,0.38,0.0,0.0,0.0,8997.0,0.0,yahoo,0.40097324192716954,True
AAPL,american,AAPL260814P00297500,put,2026-08-13,302.25,297.5,2026-08-14,0.03707000017166138,0.0034436388,0.062509375,0.74,0.0,0.0,0.0,11292.0,0.0,yahoo,0.38525049107235204,True
AAPL,american,AAPL260814P00300000,put,2026-08-13,302.25,300.0,2026-08-14,0.03707000017166138,0.0034436388,0.0312596875,1.34,0.0,0.0,0.0,29792.0,0.0,yahoo,0.36583662576413306,True
AAPL,american,AAPL260814P00302500,put,2026-08-13,302.25,302.5,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,2.37,0.0,0.0,0.0,10230.0,0.0,yahoo,0.3571309418337818,True
AAPL,american,AAPL260814P00305000,put,2026-08-13,302.25,305.0,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,4.0,0.0,0.0,0.0,14495.0,0.0,yahoo,0.37775971374851725,True
AAPL,american,AAPL260814P00307500,put,2026-08-13,302.25,307.5,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,6.35,0.0,0.0,0.0,6244.0,0.0,yahoo,0.47920974373964903,True
AAPL,american,AAPL260814P00310000,put,2026-08-13,302.25,310.0,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,8.0,0.0,0.0,0.0,1080.0,0.0,yahoo,0.37118048104896534,True
AAPL,american,AAPL260814P00312500,put,2026-08-13,302.25,312.5,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,10.95,0.0,0.0,0.0,688.0,0.0,yahoo,0.6018011306751011,True
AAPL,american,AAPL260814P00315000,put,2026-08-13,302.25,315.0,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,14.0,0.0,0.0,0.0,286.0,0.0,yahoo,0.8407375262965485,True
AAPL,american,AAPL260814P00317500,put,2026-08-13,302.25,317.5,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,16.65,0.0,0.0,0.0,252.0,0.0,yahoo,0.977906712076989,True
AAPL,american,AAPL260814P00320000,put,2026-08-13,302.25,320.0,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,18.55,0.0,0.0,0.0,305.0,0.0,yahoo,0.9055624625881262,True
AAPL,american,AAPL260814P00322500,put,2026-08-13,302.25,322.5,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,21.02,0.0,0.0,0.0,6.0,0.0,yahoo,0.9820475900387308,True
AAPL,american,AAPL260814P00325000,put,2026-08-13,302.25,325.0,2026-08-14,0.03707000017166138,0.0034436388,1.0000000000000003e-05,23.54,0.0,0.0,0.0,267.0,0.0,yahoo,1.0715821811595632,True
AAPL,american,AAPL260817C00292500,call,2026-08-13,302.25,292.5,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,10.45,0.0,0.0,0.0,31.0,0.0,yahoo,0.28460600082944987,True
AAPL,american,AAPL260817C00295000,call,2026-08-13,302.25,295.0,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,7.99,0.0,0.0,0.0,74.0,0.0,yahoo,0.23795428675242553,True
AAPL,american,AAPL260817C00297500,call,2026-08-13,302.25,297.5,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,6.0,0.0,0.0,0.0,4181.0,0.0,yahoo,0.23614253138261082,True
AAPL,american,AAPL260817C00300000,call,2026-08-13,302.25,300.0,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,4.28,0.0,0.0,0.0,654.0,0.0,yahoo,0.23459159760858486,True
AAPL,american,AAPL260817C00302500,call,2026-08-13,302.25,302.5,2026-08-17,0.03707000017166138,0.0034436388,0.00196310546875,2.73,0.0,0.0,0.0,4525.0,0.0,yahoo,0.22157867057066252,True
AAPL,american,AAPL260817C00305000,call,2026-08-13,302.25,305.0,2026-08-17,0.03707000017166138,0.0034436388,0.015634843750000002,1.83,0.0,0.0,0.0,5176.0,0.0,yahoo,0.23381398863359615,True
AAPL,american,AAPL260817C00307500,call,2026-08-13,302.25,307.5,2026-08-17,0.03707000017166138,0.0034436388,0.0312596875,1.15,0.0,0.0,0.0,2014.0,0.0,yahoo,0.23999026841026694,True
AAPL,american,AAPL260817C00310000,call,2026-08-13,302.25,310.0,2026-08-17,0.03707000017166138,0.0034436388,0.062509375,0.66,0.0,0.0,0.0,2799.0,0.0,yahoo,0.24140065159877455,True
AAPL,american,AAPL260817C00312500,call,2026-08-13,302.25,312.5,2026-08-17,0.03707000017166138,0.0034436388,0.062509375,0.4,0.0,0.0,0.0,753.0,0.0,yahoo,0.25033813942614686,True
AAPL,american,AAPL260817C00315000,call,2026-08-13,302.25,315.0,2026-08-17,0.03707000017166138,0.0034436388,0.062509375,0.25,0.0,0.0,0.0,1491.0,0.0,yahoo,0.261649870408413,True
AAPL,american,AAPL260817C00317500,call,2026-08-13,302.25,317.5,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.15,0.0,0.0,0.0,143.0,0.0,yahoo,0.2702465708259604,True
AAPL,american,AAPL260817C00320000,call,2026-08-13,302.25,320.0,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.11,0.0,0.0,0.0,681.0,0.0,yahoo,0.2886750894789951,True
AAPL,american,AAPL260817C00322500,call,2026-08-13,302.25,322.5,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.07,0.0,0.0,0.0,165.0,0.0,yahoo,0.298866664340776,True
AAPL,american,AAPL260817C00325000,call,2026-08-13,302.25,325.0,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.05,0.0,0.0,0.0,491.0,0.0,yahoo,0.3134469158169013,True
AAPL,american,AAPL260817C00327500,call,2026-08-13,302.25,327.5,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.08,0.0,0.0,0.0,13.0,0.0,yahoo,0.3651805010461554,True
AAPL,american,AAPL260817C00330000,call,2026-08-13,302.25,330.0,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.03,0.0,0.0,0.0,239.0,0.0,yahoo,0.3468173114258796,True
AAPL,american,AAPL260817C00332500,call,2026-08-13,302.25,332.5,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.07,0.0,0.0,0.0,9.0,0.0,yahoo,0.4153036737549113,True
AAPL,american,AAPL260817C00335000,call,2026-08-13,302.25,335.0,2026-08-17,0.03707000017166138,0.0034436388,0.2500075,0.02,0.0,0.0,0.0,10.0,0.0,yahoo,0.38057022625770803,True
AAPL,american,AAPL260817C00340000,call,2026-08-13,302.25,340.0,2026-08-17,0.03707000017166138,0.0034436388,0.2500075,0.06,0.0,0.0,0.0,7.0,0.0,yahoo,0.48775402586216554,True
AAPL,american,AAPL260817P00250000,put,2026-08-13,302.25,250.0,2026-08-17,0.03707000017166138,0.0034436388,0.2500075,0.35,0.0,0.0,0.0,32.0,0.0,yahoo,0.9796948207308567,True
AAPL,american,AAPL260817P00265000,put,2026-08-13,302.25,265.0,2026-08-17,0.03707000017166138,0.0034436388,0.2500075,0.04,0.0,0.0,0.0,12.0,0.0,yahoo,0.5219989187352219,True
AAPL,american,AAPL260817P00275000,put,2026-08-13,302.25,275.0,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.07,0.0,0.0,0.0,82.0,0.0,yahoo,0.42059943524534676,True
AAPL,american,AAPL260817P00280000,put,2026-08-13,302.25,280.0,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.06,0.0,0.0,0.0,39.0,0.0,yahoo,0.34280231917653975,True
AAPL,american,AAPL260817P00285000,put,2026-08-13,302.25,285.0,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.12,0.0,0.0,0.0,63.0,0.0,yahoo,0.3062417715898534,True
AAPL,american,AAPL260817P00287500,put,2026-08-13,302.25,287.5,2026-08-17,0.03707000017166138,0.0034436388,0.12500875,0.16,0.0,0.0,0.0,251.0,0.0,yahoo,0.2833599789761339,True
AAPL,american,AAPL260817P00290000,put,2026-08-13,302.25,290.0,2026-08-17,0.03707000017166138,0.0034436388,0.062509375,0.28,0.0,0.0,0.0,969.0,0.0,yahoo,0.27520075234709557,True
AAPL,american,AAPL260817P00292500,put,2026-08-13,302.25,292.5,2026-08-17,0.03707000017166138,0.0034436388,0.062509375,0.43,0.0,0.0,0.0,776.0,0.0,yahoo,0.258631759720327,True
AAPL,american,AAPL260817P00295000,put,2026-08-13,302.25,295.0,2026-08-17,0.03707000017166138,0.0034436388,0.062509375,0.72,0.0,0.0,0.0,2646.0,0.0,yahoo,0.249008250774884,True
AAPL,american,AAPL260817P00297500,put,2026-08-13,302.25,297.5,2026-08-17,0.03707000017166138,0.0034436388,0.0312596875,1.25,0.0,0.0,0.0,750.0,0.0,yahoo,0.24670496587160762,True
AAPL,american,AAPL260817P00300000,put,2026-08-13,302.25,300.0,2026-08-17,0.03707000017166138,0.0034436388,0.015634843750000002,1.98,0.0,0.0,0.0,3338.0,0.0,yahoo,0.23937547309105417,True
AAPL,american,AAPL260817P00302500,put,2026-08-13,302.25,302.5,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,3.13,0.0,0.0,0.0,871.0,0.0,yahoo,0.24180864629781443,True
AAPL,american,AAPL260817P00305000,put,2026-08-13,302.25,305.0,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,4.85,0.0,0.0,0.0,382.0,0.0,yahoo,0.26480157616197597,True
AAPL,american,AAPL260817P00307500,put,2026-08-13,302.25,307.5,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,7.0,0.0,0.0,0.0,135.0,0.0,yahoo,0.30588004840024197,True
AAPL,american,AAPL260817P00310000,put,2026-08-13,302.25,310.0,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,9.0,0.0,0.0,0.0,72.0,0.0,yahoo,0.31891519546954267,True
AAPL,american,AAPL260817P00312500,put,2026-08-13,302.25,312.5,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,10.45,0.0,0.0,0.0,11.0,0.0,yahoo,0.22738458126908528,True
AAPL,american,AAPL260817P00315000,put,2026-08-13,302.25,315.0,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,13.8,0.0,0.0,0.0,119.0,0.0,yahoo,0.4030012068241192,True
AAPL,american,AAPL260817P00320000,put,2026-08-13,302.25,320.0,2026-08-17,0.03707000017166138,0.0034436388,1.0000000000000003e-05,18.7,0.0,0.0,0.0,113.0,0.0,yahoo,0.4842087141867668,True
AAPL,american,AAPL260819C00280000,call,2026-08-13,302.25,280.0,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,27.48,0.0,0.0,0.0,44.0,0.0,yahoo,0.9010558380037166,True
AAPL,american,AAPL260819C00295000,call,2026-08-13,302.25,295.0,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,8.2,0.0,0.0,0.0,53.0,0.0,yahoo,0.21138967945625822,True
AAPL,american,AAPL260819C00297500,call,2026-08-13,302.25,297.5,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,6.6,0.0,0.0,0.0,10.0,0.0,yahoo,0.23645662758490224,True
AAPL,american,AAPL260819C00300000,call,2026-08-13,302.25,300.0,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,5.05,0.0,0.0,0.0,553.0,0.0,yahoo,0.24140061040894412,True
AAPL,american,AAPL260819C00302500,call,2026-08-13,302.25,302.5,2026-08-19,0.03707000017166138,0.0034436388,0.00196310546875,3.55,0.0,0.0,0.0,1402.0,0.0,yahoo,0.23220326778909928,True
AAPL,american,AAPL260819C00305000,call,2026-08-13,302.25,305.0,2026-08-19,0.03707000017166138,0.0034436388,0.015634843750000002,2.52,0.0,0.0,0.0,1448.0,0.0,yahoo,0.23611930558184221,True
AAPL,american,AAPL260819C00307500,call,2026-08-13,302.25,307.5,2026-08-19,0.03707000017166138,0.0034436388,0.0312596875,1.61,0.0,0.0,0.0,630.0,0.0,yahoo,0.23040200351684165,True
AAPL,american,AAPL260819C00310000,call,2026-08-13,302.25,310.0,2026-08-19,0.03707000017166138,0.0034436388,0.0312596875,1.1,0.0,0.0,0.0,1639.0,0.0,yahoo,0.23799339132541303,True
AAPL,american,AAPL260819C00312500,call,2026-08-13,302.25,312.5,2026-08-19,0.03707000017166138,0.0034436388,0.062509375,0.74,0.0,0.0,0.0,337.0,0.0,yahoo,0.24519167758963054,True
AAPL,american,AAPL260819C00315000,call,2026-08-13,302.25,315.0,2026-08-19,0.03707000017166138,0.0034436388,0.062509375,0.5,0.0,0.0,0.0,852.0,0.0,yahoo,0.2531544503356835,True
AAPL,american,AAPL260819C00317500,call,2026-08-13,302.25,317.5,2026-08-19,0.03707000017166138,0.0034436388,0.062509375,0.25,0.0,0.0,0.0,444.0,0.0,yahoo,0.24405086593543224,True
AAPL,american,AAPL260819C00320000,call,2026-08-13,302.25,320.0,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.2,0.0,0.0,0.0,514.0,0.0,yahoo,0.26239796637140694,True
AAPL,american,AAPL260819C00322500,call,2026-08-13,302.25,322.5,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.14,0.0,0.0,0.0,20.0,0.0,yahoo,0.2724053040288075,True
AAPL,american,AAPL260819C00325000,call,2026-08-13,302.25,325.0,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.11,0.0,0.0,0.0,90.0,0.0,yahoo,0.2874455472338818,True
AAPL,american,AAPL260819C00327500,call,2026-08-13,302.25,327.5,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.08,0.0,0.0,0.0,6.0,0.0,yahoo,0.29758634118827776,True
AAPL,american,AAPL260819C00330000,call,2026-08-13,302.25,330.0,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.05,0.0,0.0,0.0,79.0,0.0,yahoo,0.30123200170657155,True
AAPL,american,AAPL260819C00332500,call,2026-08-13,302.25,332.5,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.05,0.0,0.0,0.0,22.0,0.0,yahoo,0.3236136299811658,True
AAPL,american,AAPL260819C00335000,call,2026-08-13,302.25,335.0,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.02,0.0,0.0,0.0,12.0,0.0,yahoo,0.310285344281019,True
AAPL,american,AAPL260819C00337500,call,2026-08-13,302.25,337.5,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.04,0.0,0.0,0.0,21.0,0.0,yahoo,0.35741478517546577,True
AAPL,american,AAPL260819C00340000,call,2026-08-13,302.25,340.0,2026-08-19,0.03707000017166138,0.0034436388,0.2500075,0.05,0.0,0.0,0.0,11.0,0.0,yahoo,0.38852428521057664,True
AAPL,american,AAPL260819C00342500,call,2026-08-13,302.25,342.5,2026-08-19,0.03707000017166138,0.0034436388,0.2500075,0.04,0.0,0.0,0.0,9.0,0.0,yahoo,0.39866593138812834,True
AAPL,american,AAPL260819C00360000,call,2026-08-13,302.25,360.0,2026-08-19,0.03707000017166138,0.0034436388,0.2500075,0.25,0.0,0.0,0.0,35.0,0.0,yahoo,0.6826102230748974,True
AAPL,american,AAPL260819P00270000,put,2026-08-13,302.25,270.0,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.05,0.0,0.0,0.0,11.0,0.0,yahoo,0.38315531262895614,True
AAPL,american,AAPL260819P00280000,put,2026-08-13,302.25,280.0,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.14,0.0,0.0,0.0,68.0,0.0,yahoo,0.3201429944799872,True
AAPL,american,AAPL260819P00285000,put,2026-08-13,302.25,285.0,2026-08-19,0.03707000017166138,0.0034436388,0.12500875,0.24,0.0,0.0,0.0,185.0,0.0,yahoo,0.28614656039502356,True
AAPL,american,AAPL260819P00287500,put,2026-08-13,302.25,287.5,2026-08-19,0.03707000017166138,0.0034436388,0.062509375,0.39,0.0,0.0,0.0,56.0,0.0,yahoo,0.28160674982678363,True
AAPL,american,AAPL260819P00290000,put,2026-08-13,302.25,290.0,2026-08-19,0.03707000017166138,0.0034436388,0.062509375,0.54,0.0,0.0,0.0,225.0,0.0,yahoo,0.2668098383748507,True
AAPL,american,AAPL260819P00292500,put,2026-08-13,302.25,292.5,2026-08-19,0.03707000017166138,0.0034436388,0.062509375,0.87,0.0,0.0,0.0,160.0,0.0,yahoo,0.264682726082113,True
AAPL,american,AAPL260819P00295000,put,2026-08-13,302.25,295.0,2026-08-19,0.03707000017166138,0.0034436388,0.0312596875,1.26,0.0,0.0,0.0,430.0,0.0,yahoo,0.2548244350948306,True
AAPL,american,AAPL260819P00297500,put,2026-08-13,302.25,297.5,2026-08-19,0.03707000017166138,0.0034436388,0.0312596875,1.89,0.0,0.0,0.0,214.0,0.0,yahoo,0.2513419325057134,True
AAPL,american,AAPL260819P00300000,put,2026-08-13,302.25,300.0,2026-08-19,0.03707000017166138,0.0034436388,0.015634843750000002,2.73,0.0,0.0,0.0,835.0,0.0,yahoo,0.24739593261572834,True
AAPL,american,AAPL260819P00302500,put,2026-08-13,302.25,302.5,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,4.1,0.0,0.0,0.0,442.0,0.0,yahoo,0.26182538039164155,True
AAPL,american,AAPL260819P00305000,put,2026-08-13,302.25,305.0,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,5.5,0.0,0.0,0.0,211.0,0.0,yahoo,0.26201430695231875,True
AAPL,american,AAPL260819P00307500,put,2026-08-13,302.25,307.5,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,6.92,0.0,0.0,0.0,103.0,0.0,yahoo,0.24612464809466675,True
AAPL,american,AAPL260819P00310000,put,2026-08-13,302.25,310.0,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,8.92,0.0,0.0,0.0,16.0,0.0,yahoo,0.25645882223334127,True
AAPL,american,AAPL260819P00312500,put,2026-08-13,302.25,312.5,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,11.44,0.0,0.0,0.0,5.0,0.0,yahoo,0.3034766204103465,True
AAPL,american,AAPL260819P00315000,put,2026-08-13,302.25,315.0,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,13.86,0.0,0.0,0.0,220.0,0.0,yahoo,0.33845008266449317,True
AAPL,american,AAPL260819P00317500,put,2026-08-13,302.25,317.5,2026-08-19,0.03707000017166138,0.0034436388,1.0000000000000003e-05,16.22,0.0,0.0,0.0,204.0,0.0,yahoo,0.36390721393510295,True
AAPL,american,AAPL260821C00185000,call,2026-08-13,302.25,185.0,2026-08-21,0.03707000017166138,0.0034436388,1.0000000000000003e-05,122.17,0.0,0.0,0.0,11.0,0.0,yahoo,2.6811235149753485,True
AAPL,american,AAPL260821C00220000,call,2026-08-13,302.25,220.0,2026-08-21,0.03707000017166138,0.0034436388,1.0000000000000003e-05,83.33,0.0,0.0,0.0,35.0,0.0,yahoo,1.277509827115234,True
AAPL,american,AAPL260821C00265000,call,2026-08-13,302.25,265.0,2026-08-21,0.03707000017166138,0.0034436388,1.0000000000000003e-05,37.5,0.0,0.0,0.0,6.0,0.0,yahoo,0.3869373148206028,True
